0.041651	0.2527	0.012871
0.044983	0.16365	0.01244
0.048315	0.13282	0.011414
0.051647	0.077239	0.011119
0.054979	0.037029	0.01013
0.058311	-0.017869	0.010083
0.061643	-0.062194	0.0094823
0.064975	-0.1178	0.0096159
0.068307	-0.15242	0.0092463
0.071639	-0.18377	0.0087945
0.074971	-0.21403	0.0094334
0.078303	-0.24718	0.0092509
0.081635	-0.27988	0.010259
0.084967	-0.32875	0.0093903
0.088299	-0.32022	0.0097249
0.091631	-0.34945	0.0090748
0.094962	-0.36171	0.0091977
0.098294	-0.37079	0.0086782
0.10163	-0.38182	0.008641
0.10496	-0.39272	0.0091775
0.10829	-0.37407	0.0087038
0.11162	-0.37847	0.0089165
0.11495	-0.37056	0.0086741
0.11829	-0.37351	0.0083122
0.12162	-0.37098	0.0088986
0.12495	-0.35641	0.0084956
0.12828	-0.35352	0.0081453
0.13161	-0.35038	0.0081746
0.13495	-0.32457	0.0083226
0.13828	-0.31025	0.0078051
0.14161	-0.30117	0.0077956
0.14494	-0.2944	0.0074642
0.14827	-0.27923	0.0082451
0.15161	-0.26147	0.0078037
0.15494	-0.24458	0.0073854
0.15827	-0.23202	0.0073556
0.1616	-0.22249	0.0071249
0.16493	-0.20567	0.0068
0.16827	-0.18058	0.0073201
0.1716	-0.16968	0.0070023
0.17493	-0.16065	0.0073327
0.17826	-0.14843	0.0078396
0.18159	-0.12233	0.0072272
0.18492	-0.12238	0.0071594
0.18826	-0.10911	0.0070449
0.19159	-0.095807	0.0074008
0.19492	-0.084208	0.0067319
0.19825	-0.07536	0.006403
0.20158	-0.064774	0.006598
0.20492	-0.059967	0.0062762
0.20825	-0.054601	0.0062509
0.21158	-0.059484	0.0063454
0.21491	-0.044376	0.0070563
0.21824	-0.027203	0.0063373
0.22158	-0.021567	0.0060094
0.22491	-0.02415	0.0064254
0.22824	-0.028398	0.0061945
0.23157	-0.018343	0.0058911
0.2349	-0.014035	0.0061467
0.23824	-0.0065998	0.0061261
0.24157	-0.013775	0.006195
0.2449	-0.0081225	0.0063206
0.24823	-0.0035748	0.0060491
0.25156	-0.0088524	0.0061283
0.2549	-0.0012903	0.0066061
0.25823	0.0017008	0.0062296
0.26156	0.003412	0.0060803
0.26489	0.0078117	0.0066118
0.26822	0.00025158	0.0066146
0.27156	-0.0015743	0.0061628
0.27489	0.0080417	0.0059565
0.27822	0.0039961	0.0060165
0.28155	0.0031604	0.0059013
0.28488	0.0012816	0.0052185
0.28822	0.0043114	0.0054386
0.29155	-0.0022195	0.0057124
0.29488	-0.00026493	0.0059915
0.29821	0.0013502	0.0058347
0.30154	-0.00049436	0.0056777
0.30487	0.0092812	0.005966
0.30821	0.011405	0.0059354
0.31154	0.0021597	0.0056014
0.31487	-0.002729	0.0061929
0.3182	0.00064391	0.0057344
0.32153	0.0036105	0.0058887
0.32487	0.0029997	0.0057036
0.3282	-0.0027107	0.005538
0.33153	0.0017447	0.0057892
0.33486	0.00016523	0.0057515
0.33819	-0.00014073	0.0056145
0.34153	0.0018603	0.0054555
0.34486	0.0021123	0.0058781
0.34819	0.0017088	0.0058839
0.35152	-0.0019282	0.0059367
0.35485	0.0048305	0.0056959
0.35819	-5.4465e-05	0.0052232
0.36152	0.00040316	0.0057726
0.36485	-0.0014825	0.0056218
0.36818	-0.0067139	0.0056165
0.37151	-0.01064	0.0058622
0.37485	-0.0048228	0.0055971
0.37818	-0.0028941	0.0058293
0.38151	-0.0016233	0.0054598
0.38484	-0.0076819	0.00522
0.38817	-0.0097121	0.0055058
0.39151	-0.0050251	0.0052347
0.39484	-0.0019698	0.0055793
0.39817	0.0013317	0.0056319
0.4015	0.00044791	0.0052487
0.40483	-0.0019994	0.0053628
0.40817	0.0029933	0.0053544
0.4115	-0.0032745	0.0053494
0.41483	0.0009186	0.0053845
0.41816	0.00033737	0.005626
0.42149	-0.0050485	0.0052658
0.42482	-0.003187	0.0052018
0.42816	0.0026118	0.005499
0.43149	0.00093735	0.0051172
0.43482	-0.0027571	0.0050622
0.43815	-0.00013997	0.005296
0.44148	0.0035037	0.0054727
0.44482	0.00081929	0.0050656
0.44815	0.00041425	0.0049758
0.45148	-0.0030118	0.0051554
0.45481	-0.0014283	0.0052313
0.45814	0.0059541	0.0049942
0.46148	0.007447	0.0049946
0.46481	0.00354	0.0049292
0.46814	0.0046758	0.0050918
0.47147	0.00079946	0.0052182
0.4748	0.0016515	0.005276
0.47814	0.0020759	0.0049153
0.48147	0.0053902	0.0051832
0.4848	-0.00072387	0.0051315
0.48813	0.0033786	0.004736
0.49146	-0.0012982	0.0050837
0.4948	-0.00097187	0.0051057
0.49813	0.0010092	0.0051664
0.50146	5.5621e-06	0.0052062
0.50479	0.0002602	0.0052285
0.50812	0.0045702	0.0052858
0.51146	0.0089047	0.0049977
0.51479	0.0050524	0.0051684
0.51812	0.011407	0.0050813
0.52145	0.010483	0.0049511
0.52478	-0.00068125	0.0055178
0.52812	0.0012337	0.0050188
0.53145	0.0071223	0.0050925
